# n_ref,356
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,3
0.3,0.4,13
0.4,0.5,16
0.5,0.6,32
0.6,0.7,23
0.7,0.8,40
0.8,0.9,47
0.9,1.0,54
1.0,1.1,110
1.1,1.2,115
1.2,1.3,137
1.3,1.4,165
1.4,1.5,172
1.5,1.6,232
1.6,1.7,214
1.7,1.8,286
1.8,1.9,238
1.9,2.0,273
2.0,2.1,305
2.1,2.2,272
2.2,2.3,309
2.3,2.4,318
2.4,2.5,334
2.5,2.6,326
2.6,2.7,340
2.7,2.8,374
2.8,2.9,402
2.9,3.0,346
3.0,3.1,413
3.1,3.2,409
3.2,3.3,362
3.3,3.4,386
3.4,3.5,408
3.5,3.6,427
3.6,3.7,442
3.7,3.8,444
3.8,3.9,438
3.9,4.0,453
4.0,4.1,466
4.1,4.2,503
4.2,4.3,545
4.3,4.4,495
4.4,4.5,512
4.5,4.6,558
4.6,4.7,578
4.7,4.8,558
4.8,4.9,582
4.9,5.0,607
